title,company,location,description,url,technologies,salary,level
"Спеціаліст з дослідження даних, Data scientist у Глобине","Глобино, ГК",,"Група компаній «Глобино»— провідний виробник ковбасних, м’ясних та молочних виробів на ринку України, що об'єднує підприємства харчової промисловості, які забезпечують замкнутий виробничий цикл та продажі готової продукції.У зв’язку з розширення відділу запрошуємо у нашу командуспеціаліста з дослідження даних Data scientist/ Data Analyst .Наші очікування від кандидата:
Знання Python/PL SQL/Oracle.
Алгоритми Machine Learning.
Розуміння базової статистики та метрик якості моделей.
Технології візуалізації даних і звітності.
Аналітичне мислення.
Обов’язки: 
Дослідження та аналіз даних підприємства, структурування інформації з різних джерел.
Пошук прихованих закономірностей, розробка та підтримка моделей прогнозування.
Створення алгоритмів, що дозволяють системам навчатися та приймати рішення.
Написання та/або внесення змін у SQL-запити для вивантаження аналітичних даних
впровадження моделей у ERP.
Візуалізація результатів в зручній для користувачів формах.
Ми пропонуємо:
Стабільність: офіційне працевлаштування та повний соціальний пакет.
Винагорода: вчасна та прозора виплата заробітної плати.
Робоче місце: комфортний офіс у м. Глобине.
Розвиток: можливість працювати над складними та цікавими задачами у великій компанії.
Бронювання: за умови дійсних військо-облікових документів.
Вакансія в нашій компанії — це чудова можливість приєднатися до професійної та інноваційної команди, яка продає якісну та безпечну продукцію під брендом «Глобино», виробництво якої базується на кращих традиціях і досвіді минулого з використанням передових технологій і інновацій.Якщо все це про Вас і Ви бажаєш стати частиною нашого великого колективу — робіть відгук та надсилайте резюме або телефонуйте!Більш детально познайомитися з компанією Ви можете за посиланнями:https://corp.globino.ua/",https://www.work.ua/jobs/7687294/,"['Oracle', 'Python', 'SQL']",,
AI Software Engineer (Python/LLM),"Українська енергетична біржа, ТОВ",,"Про компанію: ТОВ «Українська енергетична біржа» є лідером серед товарних бірж України, що здійснює організацію та проведення електронних біржових торгів (аукціонів) всіма видами енергоресурсів та забезпечує їх прозорість і чесність. Компанія відіграє ключову роль у забезпеченні ефективності та стійкості енергетичного сектору України.Ми розвиваємо окремий напрямок цифрових продуктів, спрямований на підвищення ефективності внутрішніх процесів та створення інтелектуальних інструментів для роботи з даними. Про роль: Ми запускаємо новий стратегічний напрям — розвиток AI-рішень для оптимізації бізнес-процесів компанії та створення інтелектуальних інструментів для роботи з даними.Шукаємо AI Software Engineer, який допоможе побудувати архітектуру AI-рішень з нуля, розробляти та впроваджувати моделі машинного навчання, а також інтегрувати їх у внутрішні системи компанії.Це роль для сильного інженера, який розуміє не лише алгоритми машинного навчання, а й повний життєвий цикл розробки програмного забезпечення та архітектуру production-систем.Робота передбачає тісну взаємодію з AI Product Manager, DevOps-командою та технічними спеціалістами для створення масштабованих AI-рішень. Ключові обов’язки та компетенції:
Проектування, розробка та деплой AI-моделей для вирішення бізнес-задач компанії
Розробка та налаштування (fine-tuning) великих мовних моделей (LLM) для корпоративних сценаріїв використання
Побудова та оптимізаціяRAG-архітектур
Оптимізація швидкості роботи моделей (latency) та вартості запитів (cost per token)
Забезпечення масштабованості та стабільності AI-сервісів у production-середовищі
Співпраця з AI Product Manager для реалізації функціоналу відповідно до бізнес-вимог та SRS
Спільна робота з DevOps-командою для побудови та підтримки MLOps-процесів
Ведення технічної документації щодо архітектури рішень та розробленого коду 
Наш ідеальний кандидат:
Має практичний досвід розробки на Python у задачах машинного навчання або AI
Має практичний досвід роботи з ML-фреймворками (PyTorch, TensorFlow)
Має досвід роботи з LLM та розуміє архітектуру Transformer
Має досвід fine-tuning моделей та побудови RAG-систем
Працював з LangChain,LlamaIndex або аналогічними інструментами
Має досвід роботи з векторними базами даних (Pinecone, Weaviate, Milvus або аналогами)
Розуміє принципи MLOps, CI/CD, має досвід роботи з Docker / Kubernetes
Вміє писати чистий, підтримуваний код та документувати технічні рішення
Має критичне мислення та вміє аргументувати архітектурні рішення
Орієнтується набізнес-результат, а не лише технічну реалізацію
Вміє працювати самостійно та без мікроменеджменту 
Буде перевагою:
вища технічна освіта (Комп'ютерні науки, Прикладна математика, Штучний інтелект або суміжні напрямки) 
Ми пропонуємо:
Роботу над новим стратегічним напрямком AI-розробки
Вплив на розвиток продуктів та внутрішніх систем компанії
Повністю віддалений формат роботи.
Фінансова стабільність. Конкурентний рівень заробітної плати та своєчасна виплата.
Можливості для розвитку та кар'єрного зростання.
Графік роботи: з понеділка по п’ятницю, 8-ми годинний робочий день з 08.30/09:00 -17.30/18:00
Відпустки та лікарняні: 24 календарні дні відпустки для відновлення сил а також оплачувані лікарняні.
Адаптація та підтримка. У нас є база професійних знань та Політик, постійна підтримка з боку керівництва та колег, особливо — на адаптаційному періоді. Детальну інформацію про компанію можна переглянути за посиланням: https://www.ueex.com.ua/ueex/about-us/  Шукаєте можливість реалізувати свій досвід у професійній команді? Надсилайте резюме — будемо раді познайомитися та обговорити співпрацю!",https://www.work.ua/jobs/7768869/,"['CI/CD', 'Docker', 'Kubernetes', 'LangChain', 'PyTorch', 'Python', 'TensorFlow']",,Senior
Python Backend-розробник,Apex Media,Київ,"Формат: повна зайнятість, офісМи шукаємо досвідченого Python Backend-розробника, який долучиться до нашої команди для створення сучасних веб-застосунків та побудови надійної серверної інфраструктури.Обов’язки
Розробка та підтримка backend-частини веб-застосунків
Проєктування серверної архітектури та оптимізація продуктивності
Налаштування та підтримка інфраструктури (VPS, хмарні сервіси)
Робота з базами даних та забезпечення їх стабільності
Інтеграція сторонніх API (платіжні системи, сервіси тощо)
Впровадження рішень для безпеки та масштабування
Участь у DevOps-процесах
Вимоги
Досвід backend-розробки на Python
Впевнене знання одного або кількох фреймворків: Django / FastAPI / Flask
Розуміння серверної архітектури: Linux, Nginx, Docker
Досвід роботи з VPS та хмарними платформами
Знання СУБД: PostgreSQL, MySQL
Базове розуміння мереж (LAN, маршрутизація, firewall)
Досвід реалізації систем авторизації
Робота з брокерами повідомлень (RabbitMQ, Redis)
Буде плюсом
Досвід побудови CRM-систем
Розуміння CI/CD процесів
Досвід оптимізації високонавантажених систем
Чекаємо на твій відгук. З повагою Світлана, Apex Media @LanaXhr",https://www.work.ua/jobs/7754775/,"['CI/CD', 'Django', 'Docker', 'FastAPI', 'Flask', 'Linux', 'PostgreSQL', 'Python', 'RabbitMQ', 'Redis', 'SQL', 'nginx']",,
"Python developer (Trainee, Junior)",Appexoft,Львів,"About company:Appexoft is Software Development Company that provides a full range of top-quality IT services. Our mission is to develop first-class applications and Websites to provide our clients with the best solutions for maximizing their profits and converting their ideas into reality.Requirements:
Development experience in the Python programming language;
Knowledge of frameworks such as Django, DRF
Understanding of the basic principles of object-oriented programming;
Database skills such as MySQL, PostgreSQL

Experience with version control systems such as Git;
Good spoken English (B1-B2);

Ability to work in a team;
We offer:
Interesting and challenging projects.
Vast opportunities for professional development.
Competitive salary.
Delicious coffee biscuits and tea for your good mood.
Friendly team of professionals.
Comfortable working environment.",https://www.work.ua/jobs/5302747/,"['Django', 'Git', 'PostgreSQL', 'Python', 'SQL']",,Intern
Junior Python Developer,BrainStorm,Київ,"We are actively developing IT company that provides a wide range of high-quality products, solutions and services in the field of information technology.We focus on quality, teamwork, and continuous learning.Join our professional team!We are looking for a Junior Python Developer.Responsibilities:
Assist in developing and maintaining Python-based applications
Write clean, readable, and maintainable code
Participate in debugging, testing, and fixing issues
Work with APIs, databases, and backend services
Collaborate with senior developers, QA engineers, and product teams
Follow development standards and best practices
Requirements:
Basic knowledge of Python
Understanding of OOP principles
Familiarity with Django or Flask (basic level)
Basic knowledge of SQL and relational databases
Understanding of REST APIs
Basic knowledge of Git
Ability to read technical documentation in English
Nice to have (but not necessarily):
Experience with FastAPI
Basic understanding of unit testing (pytest, unittest)
Familiarity with Docker (basic level)
Experience with PostgreSQL or MySQL
Pet projects or GitHub profile
Benefits:
Competitive junior-level salary
Paid vacation and sick leave
Mentorship and onboarding support
Remote work
Professional growth and learning opportunities
Friendly and supportive team
Participation in real commercial projects
Waiting for your CV! +380965070392Показати телефон.",https://www.work.ua/jobs/7620805/,"['Django', 'Docker', 'FastAPI', 'Flask', 'Git', 'GitHub', 'OOP principles', 'PostgreSQL', 'PyTest', 'Python', 'REST API', 'SQL']",,Junior
Middle Python Developer,BrainStorm,Київ,"We are actively developing IT company that provides a wide range of high-quality products, solutions and services in the field of information technology.We focus on quality, teamwork, and continuous learning.Join our professional team!We are looking for a Mid Python Developer.Requirements:
2+ years of commercial experience with Python
Strong understanding of OOP and software design principles
Hands-on experience with Django, Flask, or FastAPI
Solid knowledge of SQL and relational databases (PostgreSQL, MySQL)
Experience working with REST APIs
Practical experience with Git
Ability to read and communicate in English
Nice to have (but not necessarily):
Experience with asynchronous Python (asyncio)
Knowledge of background task queues (Celery, RQ)
Experience with Docker and CI/CD pipelines
Familiarity with cloud platforms (AWS, GCP, Azure)
Experience with unit and integration testing (pytest)
Knowledge of NoSQL databases (Redis, MongoDB)
Responsibilities:
Develop, maintain, and improve Python-based applications and services
Design and implement RESTful APIs and backend logic
Write clean, efficient, and well-documented code
Participate in code reviews and technical discussions
Debug, optimize, and improve application performance
Collaborate with frontend, QA, DevOps, and product teams
Work with databases and third-party integrations
Benefits:
Competitive salary based on experience
Paid vacation and sick leave
Flexible working hours
Remote work
Professional growth and learning opportunities
Friendly and collaborative team
Long-term projects with modern technologies
Waiting for your CV! +380965070392Показати телефон.",https://www.work.ua/jobs/7620808/,"['AWS', 'Azure', 'CI/CD', 'Celery', 'Django', 'Docker', 'FastAPI', 'Flask', 'GCP', 'Git', 'MongoDB', 'NoSQL', 'PostgreSQL', 'PyTest', 'Python', 'REST API', 'Redis', 'SOLID Principles', 'SQL', 'asyncio']",,Middle
Senior Python Developer,BrainStorm,Київ,"We are actively developing IT company that provides a wide range of high-quality products, solutions and services in the field of information technology.We focus on quality, teamwork, and continuous learning.Join our professional team!We are looking for a Senior Python Developer.Responsibilities:
Design, develop, and maintain complex Python-based applications and backend systems
Define system architecture and technical solutions for new and existing projects
Lead feature development from concept to production
Ensure code quality through code reviews, testing, and best practices
Optimize application performance, scalability, and reliability
Mentor mid- and junior-level developers
Collaborate with frontend, DevOps, QA, and product teams
Participate in technical planning and decision-making
Requirements:
4+ years of commercial experience with Python
Strong expertise in OOP, design patterns, and software architecture
Hands-on experience with Django, Flask, or FastAPI
Solid experience with SQL and NoSQL databases (PostgreSQL, MongoDB, Redis)
Experience designing and consuming RESTful APIs
Experience with asynchronous Python (asyncio, Celery)
Experience with Git and code review processes
Familiarity with Docker, CI/CD pipelines, and cloud platforms (AWS, Azure, GCP)
Upper-intermediate English or higher
Nice to have (but not necessarily):
Experience with microservices architecture
Knowledge of message brokers (Kafka, RabbitMQ)
Experience with GraphQL
Background in high-load or real-time systems
Experience with testing frameworks (pytest, unittest)
Benefits:
Competitive senior-level salary
Paid vacation, sick leave, and public holidays
Flexible working hours and remote work options
Professional development and certifications
Friendly, expert-level team
Long-term projects with modern technologies
Waiting for your CV! +380965070392Показати телефон.",https://www.work.ua/jobs/7620811/,"['AWS', 'Azure', 'CI/CD', 'Celery', 'Django', 'Docker', 'FastAPI', 'Flask', 'GCP', 'Git', 'GraphQL', 'MongoDB', 'NoSQL', 'PostgreSQL', 'PyTest', 'Python', 'REST API', 'RabbitMQ', 'Redis', 'SOLID Principles', 'SQL', 'asyncio']",,Junior
"Викладач програмування для дітей (Roblox, Unity, Blender, Python)","ITKingdom, школа програмування",,"Викладач з дитячого програмування (онлайн)Онлайн-школа програмування для дітей ITKingdom шукає викладача з програмування для проведення індивідуальних онлайн-занять. Робочий графік: будні дні з 22:00, вихідні дні з 16:00Обов’язки:
проведення занять з Blender | Roblox | Unity | Python для дітей 8−14 років
вміння знайти спільну мову з дитиною та змотивувати вивчати програмування
перевірка домашніх завдань
надання зворотного зв’язку батькам щодо прогресу дитини
Вимоги:
вміння працювати з дітьми та знаходити до них підхід
відповідальність, пунктуальність, грамотна усна мова
стабільний інтернет та комп’ютер/ноутбук та камера
можливість працювати попри відключення світла
Ми пропонуємо:
віддалену роботу з будь-якої точки України та світу
гнучкий графік (можливість поєднувати з навчанням або іншою роботою)
індивідуальні заняття (без груп)
методичні матеріали та підтримку методиста
стабільну оплату та довгострокову співпрацю Для відгуку пишіть в телеграм: @itkingdom_hr",https://www.work.ua/jobs/7720704/,['Python'],16700.0,
Python developer,Personalities,Київ,"Python developerНаш клієнт — ІТ-компанія, що активно розвивається, надає широкий спектр високоякісних продуктів, рішень і послуг у сфері інформаційних технологій.Вимоги:
вища освіта;
комерційний досвід розробки на мові програмування Python від 2-х років;
навички роботи з Machine Learning;
розуміння та досвід використання OOP;
знання та навички практичного застосування Flask/Django/FastAPI;
досвід роботи з SQL/MySQL/PostgreSQL/MongoDB або іншими базами даних;
впевнені знання та досвід застосування git-систем ((GitHub, GitLab, Bitbucket);
досвід роботи з: Docker, asyncio;
глибоке розуміння об'єктно-орієнтованого програмування та принципів розробки програмного забезпечення;
досвід роботи з протоколом Rest API, веб-сервісами (JSON/XML);
вміння розумітися на чужому коді;
рівень володіння англійської мови В2.
Обов’язки:
розробка та вдосконалення програмних продуктів на Python;
розв’язання проектних задач на Python;
просування нових функціональних можливостей і модернізація істотних доповнень;
використання найкращих практик розробки та тестування програмного забезпечення, дотримання технічних стандартів і вимог до якості коду;
створювати алгоритми для прогнозування, сегментацій і інше на основі бібліотек Machine Learning.
Ми пропонуємо:
висока заробітна плата (визначається під час співбесіди);
можливість кар'єрного зростання і професійного розвитку;
офіс в центрі міста або можливість працювати віддалено;
навчання англійської мови.
Надсилайте своє резюме та приєднуйтеся до нашої команди мрії! Розглядаються лише резюме, надіслані на вакансії.",https://www.work.ua/jobs/7808904/,"['Django', 'Docker', 'FastAPI', 'Flask', 'Git', 'GitHub', 'MongoDB', 'PostgreSQL', 'Python', 'REST API', 'SQL', 'asyncio']",,
"Senior Full‑Stack Developer (Python, Django, React, Amazon SP‑API)","Туровська О.М., ФОП",,"Ми розробляємо e‑commerce платформу з глибокою інтеграцією з Amazon SP‑API. Фокус — стабільна обробка великого обсягу даних, коректна робота з обмеженнями API та прогнозована поведінка системи в production.Працюємо з реальними навантаженнями, продакшен‑логікою та довгостроковою підтримкою рішень.Основні задачі:
Розробка та розвиток backend (Python, Django / DRF) і frontend (React, TypeScript)
Інтеграція з Amazon SP-API та іншими зовнішніми сервісами
Розробка аналітичних dashboard (sales, PPC, inventory)
Оптимізація продуктивності та масштабування сервісів
Побудова та підтримка асинхронних процесів (Celery, Redis)
Участь у code review та прийнятті архітектурних рішень
Регулярна усна комунікація з клієнтами англійською мовою
Технологічний стек:
Backend: Python 3.x, Django, Django REST Framework 
Frontend: React, TypeScript 
DB: PostgreSQL 
Кешування: Redis 
Черги: Celery Docker, CI/CD, AWS
Вимоги:
7+ років комерційного досвіду розробки
Глибокий досвід роботи з Python / Django та React
Практичний досвід інтеграції сторонніх API
Досвід роботи з production‑системами та їх масштабуванням
Досвід роботи з Celery, Redis, PostgreSQL
Досвід роботи з Docker та AWS
Практичний досвід роботи з Amazon SP‑API
Самостійність та відповідальність за результат
Обов’язково:
Англійська — Upper-Intermediate / Advanced (розмовна)
Готовність до регулярної участі в дзвінках з клієнтами
Буде перевагою:
Досвід у e-commerce або з маркетплейсами
Практичний досвід роботи з Amazon SP-API
Розуміння метрик ACOS, ROAS
Досвід роботи з AWS у production
Умови роботи:
Повністю віддалений формат
Робота над внутрішнім продуктом
Вплив на архітектуру та технічні рішення
Компенсація визначається за результатами технічної співбесіди",https://www.work.ua/jobs/7710618/,"['AWS', 'CI/CD', 'Celery', 'Django', 'Django Rest', 'Docker', 'PostgreSQL', 'Python', 'React', 'Redis', 'SQL', 'TypeScript']",,Senior
"Вчитель з програмування (Roblox Studio, веброзробка, створення ігор, Python)",ITishniki school,,"Привіт! Ми — ITishniki school, онлайн-школа програмування, яка допомагає дітям, підліткам та дорослим створювати власні ігри, сайти та додатки, опановуючи сучасні мови та інструменти: Scratch, Python, HTML/CSS, JavaScript, Roblox Studio, Unity, Minecraft. Наша мета — дати молодому поколінню практичні навички для успішної кар'єри в IT та надихнути їх ставати творцями цифрового майбутнього.Шукаємо енергійного та креативного викладача, який допоможе учням освоїти веб-розробку, створення ігор у Roblox Studio, Unity, Minecraft та Scratch,Python.Що потрібно робити:
Проводити онлайн-заняття (індивідуально, у двох або в малих групах).
Навчати основам веб-розробки (HTML, CSS, JavaScript, можливо, базові фреймворки).
Викладати мову програмування Python — від базового рівня до створення проєктів.
Допомагати учням створювати ігри в Roblox Studio, Unity, Minecraft та Scratch — від простих проєктів до складніших механік.
Мотивувати та підтримувати учнів, допомагаючи їм розвиватися у сфері IT.
Готувати практичні завдання та проєкти для закріплення знань.
Наші вимоги:
Досвід у розробці або геймдеві (Roblox, Unity, Minecraft, Scratch,Python).
Обов’язковий досвід викладання або менторства — онлайн чи офлайн.
Вміння пояснювати складні речі просто, доступно та цікаво.
Бажання працювати з дітьми та підлітками.
Готовність до гнучкого графіку (приблизно 3 заняття на тиждень по 1 годині).
Креативність, відповідальність, доброзичливість.
Що ми пропонуємо:
Конкурентну оплату (Виплати два рази на місяць).
Гнучкий графік — можна поєднувати з навчанням або іншою роботою.
Роботу в команді однодумців, які люблять технології та навчання.
Підтримку, супровід та навчання — допоможемо стати ще кращим викладачем.
Як відгукнутись:Надсилайте резюме або коротке повідомлення про те, чому ви хочете викладати в ITishniki, на:Телефон: +380 50 888 6811Показати телефон Telegram: @ITishniki_school",https://www.work.ua/jobs/7225282/,"['CSS', 'HTML', 'JavaScript', 'Python']",15000.0,
Викладач Python для дітей,Skill Boost Academy,,"Вакансія: Викладач Python для дітей Локація: Віддалена Тип зайнятості: Часткова/ПовнаПро нас: Skill Boost Academy — це школа, яка надихає дітей та підлітків на вивчення сучасних технологій. Наша мета — дати молодому поколінню можливість розкрити свій творчий та інтелектуальний потенціал через інтерактивні та захоплюючі уроки. Що ми пропонуємо: 
Гнучкий графік роботи, можливість працювати з будь-якої точки світу.
Дружню та підтримуючу команду професіоналів.
Можливість розвитку та навчання, участь у семінарах та тренінгах.
Конкурентну винагороду та бонуси за досягнення.
Обов’язки: 
Викладання основ Python дітям віком від 9 років у форматі онлайн-уроків.
Розробка та адаптація навчальних матеріалів для різних рівнів підготовки.
Створення цікавих та інтерактивних проектів, щоб зацікавити учнів у програмуванні.
Підтримка та мотивація учнів у їхньому навчальному процесі.
Взаємодія з батьками щодо прогресу учнів.
Вимоги: 
Бажання навчати та працювати з дітьми.
Основні знання Python 
Вміння пояснювати складні концепції простими словами.
Комунікабельність, креативність та натхнення.
Бажано наявність комп’ютера та доступ до стабільного Інтернету.
Як подати заявку: Якщо ви готові надихати молоде покоління на вивчення технологій, надішліть своє резюме та супровідний лист на нашу електронну адресу. Ми будемо раді бачити вас у нашій команді!Приєднуйтесь до Skill Boost Academy і станьте частиною команди, яка змінює життя дітей через навчання!",https://www.work.ua/jobs/6762247/,['Python'],10000.0,
"Trainee, Junior, Middle Python Developer",Інсайдери,Львів,"About the vacavncy: We are a young and rapidly growing company with more than 100 dedicated and highly skilled developers of various levels. As this opportunity requires working from our office, it is open exclusively to Lviv residents. To apply for this position, you will need to prepare for a technical interview to demonstrate your capabilities, skills, and knowledge. What we expect from the candidate:
Experience in development using the Python programming language is required.
Knowledge of frameworks such as Django and DRF is necessary.
Understanding of the fundamental principles of object-oriented programming is essential.
Proficiency in working with databases such as MySQL and PostgreSQL is important.
Experience with version control systems like Git is mandatory.
The candidate must demonstrate seriousness and the ability to collaborate effectively both in a team and independently.
What we offer:
Convenient work schedule.
Company-provided equipment.
Friendly office atmosphere designed for comfortable work.
Official employment with a competitive salary, taking into account your skills and experience.
Support from an experienced team of developers and managers.
Exciting projects for you to participate in. Feel free to contact us now; this could be the beginning of our collaboration! We will respond promptly upon receiving your resume.",https://www.work.ua/jobs/6331753/,"['Django', 'Git', 'PostgreSQL', 'Python', 'SQL']",,Intern
Data Analyst,KIM Affiliates,,"KIM Affiliates — партнерська мережа, яка об'єднує рекламодавців і партнерів у вертикалях e-commerce та fintech.Ми працюємо з такими брендами як Prom.ua, PUMB, MEGOGO, Comfy, WhiteBIT, Laba та іншими.Зараз ми шукаємо Data Analyst, який допоможе нам побудувати та покращувати системну аналітику компанії.Що потрібно буде робити
будувати дашборди з ключовими бізнес-метриками 
аналізувати ефективність трафіку, офферів та партнерів 
знаходити проблеми та точки росту у даних 
працювати з SQL та базами даних 
автоматизувати збір та обробку даних 
працювати з API інтеграціями 
підтримувати скрипти на Python 
допомагати команді приймати рішення на основі даних
Що для нас важливо
досвід роботи з SQL 
досвід роботи з Python від 1 року 
досвід побудови дашбордів (Power BI / Looker Studio) 
досвід роботи з API 
сильні навички аналізу даних 
вміння знаходити інсайти у даних
Буде плюсом
досвід affiliate / CPA аналітики 
досвід роботи з BigQuery 
досвід побудови ETL процесів 
досвід роботи з n8n 
досвід роботи з маркетинговими метриками
Що ми пропонуємо
розмір заробітної плати обговорюємо окремо з кожним кандидатом в залежності від навичок та досвіду і форми співпраці 
гнучкий формат роботи (офіс / remote / hybrid) 
роботу з великими маркетинговими даними 
вплив на розвиток продукту та бізнесу
можливість різних форматів співпраці (full-time / part-time) 
цікаві бенефіти та приємні подарунки від компанії 
можливість реалізовувати цікаві проекти та отримувати досвід на різних кейсах 
Ми хочемо, щоб рішення в компанії приймалися на основі даних, а не інтуїції.Аналітик стане ключовою роллю для розвитку нашої аналітичної системи та масштабування бізнесу.",https://www.work.ua/jobs/7830162/,"['Python', 'SQL']",,
"C++, Python Developer","ФФА&K, ТОВ",Харків,"Компанія шукає розробника для створення та підтримки програмних модулів, роботи з Linux-середовищем та участі в розробці внутрішніх технічних рішень. Роль передбачає самостійну роботу з кодом, взаємодію з командою розробки та участь у розвитку продукту.Розробка та підтримка програмних компонентів, автоматизація процесів і забезпечення стабільної роботи програмного забезпечення. Тривалість проєкту становить шість місяців із можливістю переходу на постійну основу.Функціональні обов’язки
Розробка та підтримка програмних модулів на C++.
Розробка скриптів та інструментів автоматизації на Python.
Робота з Linux-системами та налаштування робочого середовища.
Робота з системою контролю.
Аналіз, виправлення помилок та покращення існуючого коду.
Взаємодія з командою розробки під час реалізації технічних задач.
Технічні вимоги
Комерційний досвід розробки на C++.
Досвід роботи з Python.
Досвід роботи з Linux.
Бекграунд у математиці або фізиці буде перевагою.
Необхідні компетенції
Самостійність у роботі та відповідальність за результат.
Здатність ефективно комунікувати в команді.
Системне мислення та уважність до деталей.
Готовність до навчання та розвитку.
Ми пропонуємо
Бронювання для працівників, які підлягають мобілізації.
Оплачувані лікарняні — до 5 днів на рік.
Офіційне працевлаштування з першого дня роботи.
Щорічна оплачувана відпустка — 24 календарні дні (згідно КЗпП). 
Стабільна заробітна плата без затримок (2 виплати на місяць).
Комфортний офіс.
Допомога з релокацією для кандидатів з інших міст.
Контакти: — email: [відгукнутися]",https://www.work.ua/jobs/7825464/,"['C++', 'Linux', 'Python']",,
Python developer,Рахівський РТЦК та СП,,"Рекрутинговий центр міста Рахів займається підбором кандидатів для проходження військової служби за контрактом.Вакансія: Python DeveloperОсновні обов’язки:
розробка та підтримка програми обліку військових засобів
розробка утилітарних програм та автоматизація процесів для ефективного управління підрозділом 
розробка, впровадження та підтримка автоматизації роботи операторів при взаємодії з військовими застосунками 
взаємодія з розробниками та іншими співробітниками для досягнення поставлених цілей
Вимоги:
вища технічна освіта
cпеціалізація в галузі інформаційних технологій, комп’ютерних наук, фізики, математики чи суміжних областей
практичний досвід розробки на Python 
базові знання роботи з Docker
базові знання роботи з реляційними БД (MySQL)
знання та досвід роботи з HTML/CSS/JS, розуміння роботи Web-застосунків та Web-сервісів
розуміння та досвід використання інструментів спільної роботи GitLab/GitHub
здатність читати та розуміти технічну документацію англійською мовою
Умови роботи:
заробітна плата від 50000 до 130000 грн
повний соціальний пакет 
безкоштовне медичне лікування
підйомна допомога за переїзд на нове місце служби
грошова допомога за укладання першого контракту
щорічна грошова допомога для оздоровлення
забезпечення сучасним обладнанням, засобами захисту, речами першої необхідності, формою, повноцінне харчування;
навчання перед вступом на посаду
Після приїзду гарантуємо Вам безкоштовне проживання, харчування, екскурсії містом, оплату дороги. Під час щорічної відпустки забезпечуємо безкоштовний відпочинок у санаторії «Гірська Тиса».Якщо ви відповідаєте вимогам вакансії, надсилайте свої резюме на електронну адресу [відгукнутися] або зателефонуйте за номером +380634116514Показати телефон (Telegram/ Viber/ Whatsapp) для отримання додаткової інформації.Будемо раді співпрацювати з Вами!",https://www.work.ua/jobs/6779329/,"['CSS', 'Docker', 'Git', 'GitHub', 'HTML', 'JavaScript', 'Python', 'SQL']",85000.0,
Automation QA Engineer (Python),"Цифрова армія, ДП МОУ",Київ,"ДП МОУ «Цифрова армія» — інноваційне державне підприємство, що трансформує оборонний сектор України через цифровізацію. Ми створюємо технологічні рішення, які працюють у військовий і мирний час, зберігаючи та розвиваючи ключову експертизу в сфері оборонних інновацій.Ми шукаємо QA Automation Engineer, який забезпечить високу якість цифрових продуктів за допомогою автоматизованого тестування. У цій ролі ви тісно співпрацюватимете з командами розробки, DevOps та manual QA, щоб створювати ефективну інфраструктуру тестування й підтримувати високу якість продуктів, важливих для безпеки держави.Вимоги: 
Впевнене знання Python для створення тестових скриптів, роботи з API, JSON, логами та автоматизації рутинних процесів.
Глибоке володіння pytest framework: побудова структури автотестів, фікстури, маркери, інтеграція з CI/CD.
Розуміння принципів роботи баз даних, уміння писати SQL-запити (SELECT, JOIN, UPDATE) для перевірки коректності даних.
Досвід автоматизації UI-тестів.
Практичний досвід тестування REST API з використанням бібліотек requests, pytest або інструментів типу Postman.
Досвід написання юнiт-тестів (pytest, unittest), використання моків, фікстур і параметризації.
Основні обовʼязки:
Розробка та підтримка автотестів (unit, API, UI) на Python.
Автоматизація тестування REST API та вебінтерфейсів (pytest).
Перевірка даних у базах через SQL-запити.
Інтеграція автотестів у CI/CD пайплайн, аналіз результатів запусків.
Співпраця з командою розробки для забезпечення якості продукту.
Що ми пропонуємо?
Роботу в команді, яка будує цифрові рішення для оборонного сектору — продукт, розробка, підтримка, аналітика;
Реальний вплив: тестування цифрових продуктів, які використовуються тисячами військових;
Участь у масштабних оборонних ІТ-проєктах з критичною важливістю для безпеки країни;
Бронювання відповідно чинному законодавству України*;
Стабільність державного підприємства з гнучкістю технологічної компанії;
Доступ до навчальних програм, міжнародних подій, конференцій.
Безпекові вимоги
Громадянство України: Кандидат повинен мати українське громадянство та готовність до перевірки державними органами (в т.ч. фоновий check, допуск до держтаємниці в перспективі);
Проходження поліграфа: Обов’язкова готовність пройти поліграф під час працевлаштування (стандартна процедура в оборонному секторі);
Конфіденційність та відповідальність: Навички роботи з чутливою (зокрема державною) інформацією, знання основ інформаційної безпеки й дотримання етичних норм.
Умови та контекст роботи
Локація: Київ
Формат роботи: Офіс
Рівень: Middle/Senior
Підпорядкування: QA Lead
Випробувальний термін: 3 місяці
Ми цінуємо вашу зацікавленість і уважно розглянемо резюме. У разі відповідності профілю надамо зворотний зв’язок.",https://www.work.ua/jobs/7251499/,"['CI/CD', 'PyTest', 'Python', 'REST API', 'SQL']",,Middle
